Food Name,Sample Code,Product Description,Food Group,Country of Origin,Intended Use,Sample Type,Sub Sample,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Lab Name,Analysis Completion Date,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,Basis for Result,Quality Assurance,Result Comments,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
Penny Candy,TDS2000-JJ02-Hg,"JJ02 Candy (Hard candy and marshmallow)/Bonbons (bonbons, durs et guimauves)",Solid,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.17,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Peppers,TDS1998-GG15-Hg,"GG15 Peppers (Raw, green pepper)/Poivrons (poivron vert cru)",Peppers,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.065,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
Peppers,TDS2000-GG15-Hg,"GG15 Peppers (Raw, green pepper)/Poivrons (poivron vert cru)",Peppers,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.13,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Pie, Other",TDS1998-FF18-Hg,"FF18 Pie, other (Lemon meringue and blueberry pie)/Tartes, autres (tarte au citron meringuée et tarte aux bleuets)",Other Bakery,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,=,0.11,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Pie, Other",TDS2000-FF18-Hg,"FF18 Pie, other (Lemon meringue and blueberry pie)/Tartes, autres (tarte au citron meringuée et tarte aux bleuets)",Other Bakery,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.3,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Pies, apple",TDS1998-FF17-Hg,"FF17 Pie, apple/Tarte aux pommes",Other Bakery,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.1,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Pies, apple",TDS2000-FF17-Hg,"FF17 Pie, apple/Tarte aux pommes",Other Bakery,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.35,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Pork, other",TDS1998-BB04-Hg,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Pork,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,=,1.1,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Pork, other",TDS1998-BB05-Hg,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Pork,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,=,0.68,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Pork, other",TDS2000-BB04-Hg,"BB04 Pork, fresh (spareribs, chops, and shoulder roast)/Porc frais (côtes levées, côtelettes et rôti d’épaule)",Pork,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,1.5,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Pork, other",TDS2000-BB05-Hg,"BB05 Pork, cured (ham and bacon)/Porc salé (jambon et bacon)",Pork,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,1.9,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Potato, Baked With Skin",TDS1998-GG17-Hg,"GG17  Potatoes, baked with skins/Pommes de terre au four avec la pelure","Fresh Vegetables, Remaining",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.084,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Potato, Peeled & Boiled",TDS1998-GG19-Hg,"GG19 Potatoes, peeled and boiled/Pommes de terre pelées et bouillies","Peeled, cut or shredded fresh vegetables, seaweeds, nuts and seeds",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.074,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Potatoes, other varieties",TDS1998-GG18-Hg,"GG18 Pototes, boiled/Pommes de terre bouillies",Potatoes ,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.08,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Potatoes, other varieties",TDS1998-GG16-Hg,"GG16 Potatoes, raw/Pommes de terre crues",Potatoes ,Unknown,Unknown,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.082,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Potatoes, other varieties",TDS2000-GG16-Hg,"GG16 Potatoes, raw/Pommes de terre crues",Potatoes ,Unknown,Unknown,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.16,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Pudding,TDS1998-JJ08-Hg,"JJ08 Puddings (Ready to eat, chocolate and vanilla)/Poudings (chocolat et vanille prêts à consommer)","Dairy-based desserts (e.g., pudding, ice cream, flavoured yogurt)",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.27,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
Pudding,TDS2000-JJ08-Hg,"JJ08 Puddings (Ready to eat, chocolate and vanilla)/Poudings (chocolat et vanille prêts à consommer)","Dairy-based desserts (e.g., pudding, ice cream, flavoured yogurt)",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.32,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Rutabagas,TDS1998-GG21-Hg,GG21 Rutabagas (Cooked)/Rutabagas (cuits),"Fresh Vegetables, Remaining",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.06,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
Rutabagas,TDS2000-GG18-Hg,GG18 Rutabagas (Cooked)/Rutabagas (cuits),"Fresh Vegetables, Remaining",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.13,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Shellfish,TDS1998-DD04-Hg,DD04 Shellfish (cooked shrimp)/Mollusques et crustacés (crevettes cuites),"Fresh mollusks, crustaceans, and echinoderms",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,=,51,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
Shellfish,TDS2000-DD04-Hg,DD04 Shellfish (cooked shrimp)/Mollusques et crustacés (crevettes cuites),"Fresh mollusks, crustaceans, and echinoderms",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,24,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Snack Foods, Popcorn, Microwave",TDS1998-MM01-Hg,"MM01 Popcorn, microwave/Maïs soufflé pour micro-ondes",Ready-to-eat savouries,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Fast Food,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.072,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Snack Foods, Popcorn, Microwave",TDS2000-MM01-Hg,"MM01 Popcorn, microwave/Maïs soufflé pour micro-ondes",Ready-to-eat savouries,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.44,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Snack Foods, Seeds, Shelled",TDS1998-JJ11-Hg,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Processed nuts, incl coated nuts, nut mixtures (e.g., dried fruit)",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.24,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Snack Foods, Seeds, Shelled",TDS2000-JJ11-Hg,"JJ11 Seeds, shelled (Sunflower seeds)/Graines écalées (graines de tournesol)","Processed nuts, incl coated nuts, nut mixtures (e.g., dried fruit)",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,1,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Soft Drinks,TDS1998-KK04-Hg,"KK04 Soft drinks, canned (Cola and lemon-lime (reg and diet))/Boissons gazeuses en canette (cola et citron-lime (ordinaire et diète))",Carbonated water-based flavoured drinks,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.041,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
Soft Drinks,TDS2000-KK05-Hg,"KK05 Soft drinks, canned (Cola and lemon-lime (reg and diet))/Boissons gazeuses en canette (cola et citron-lime (ordinaire et diète))",Carbonated water-based flavoured drinks,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.1,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Soup, Dry Mixes",TDS1998-EE04-Hg,"EE04 Soups, dehydrated (onion and chicken noodle soup)/Soupes déshydratées (soupe à l’oignon et soupe poulet et nouilles)",Mixes for soups and broths,Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.17,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Soup, Dry Mixes",TDS2000-EE04-Hg,"EE04 Soups, dehydrated (onion and chicken noodle soup)/Soupes déshydratées (soupe à l’oignon et soupe poulet et nouilles)",Mixes for soups and broths,Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.08,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Soups, Broth, Canned",TDS1998-EE03-Hg,"EE03 Soups, broth, canned/Soupes, bouillons en conserve","Ready-to-eat soups and broths, including canned, bottled, and frozen",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.14,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Soups, Broth, Canned",TDS2000-EE03-Hg,"EE03 Soups, broth, canned/Soupes, bouillons en conserve","Ready-to-eat soups and broths, including canned, bottled, and frozen",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.09,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Soups, Creamed, Canned",TDS1998-EE02-Hg,"EE02 Soups, creamed, canned/Soupes, crèmes en conserve","Ready-to-eat soups and broths, including canned, bottled, and frozen",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.17,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Soups, Creamed, Canned",TDS2000-EE02-Hg,"EE02 Soups, creamed, canned/Soupes, crèmes en conserve","Ready-to-eat soups and broths, including canned, bottled, and frozen",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.17,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Soups, Meat, Canned",TDS1998-EE01-Hg,"EE01 Soups, meat, canned/Soupes à la viande en conserve","Ready-to-eat soups and broths, including canned, bottled, and frozen",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.15,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Soups, Meat, Canned",TDS2000-EE01-Hg,"EE01 Soups, meat, canned/Soupes à la viande en conserve","Ready-to-eat soups and broths, including canned, bottled, and frozen",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,=,0.13,ng/g,Mercury (Hg),Elements,0,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
"Sugar, White Crystal",TDS1998-JJ09-Hg,"JJ09 Sugar, white/Sucre blanc","White sugar, dextrose anhydrous, dextrose monohydrate, fructose",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.56,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
"Sugar, White Crystal",TDS2000-JJ09-Hg,"JJ09 Sugar, white/Sucre blanc","White sugar, dextrose anhydrous, dextrose monohydrate, fructose",Unknown,Ready-to-eat,Composite,Yes,2000-09-15,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,2001-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.36,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS2000.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 2000 Data,,Health Canada
Table Syrups,TDS1998-JJ10-Hg,JJ10 Syrup (Artificial maple syrup)/Sirop (sirop d’érable artificiel),"Sugar solutions and syrups, also (partially) inverted, molasses",Unknown,Ready-to-eat,Composite,Yes,1998-01-15,Surveillance,No,Grocery Store,Whitehorse,Yukon,Canada,HC FD BCS FRD Metal and Inorganic Speciation in Foods,1999-01-01,<LOD/MDL,0,ng/g,Mercury (Hg),Elements,0.24,,,As consumed,Lab used only QA and reference standards during sampling and analysis,,Analysis of Total Mercury,,Mercury Analyzer,,BCS.TDS1998.Mercury.Hg,Survey of Total Mercury in Total Diet Food Composites and Estimation of the Dietary Intake of Mercury by Adults and Children from Two Canadian Cities - Year 1998 Data,,Health Canada
