Food Name,Sample Code,Product Description,Food Group,Country of Origin,Sample Type,Sub Sample,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Lab Name,Analysis Completion Date,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,% Recovery,Basis for Result,Quality Assurance,Result Comments,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
Chocolate Candy Bars,TDS2012-JJ01-BPA,,Solid,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,=,0.6,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
Chocolate Candy Bars,TDS2016-JJ01-BPA,JJ01 Chocolate bars (Plain chocolate bars)/Tablettes de chocolat (nature),Solid,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,1.857083847,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
Chocolate Milk 1%,TDS2009-AA13-BPA,,"Dairy-based drinks, flavoured and/or fermented",Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
Chocolate Milk 1%,TDS2010-AA13-BPA,,"Dairy-based drinks, flavoured and/or fermented",Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
Chocolate Milk 1%,TDS2011-AA13-BPA,,"Dairy-based drinks, flavoured and/or fermented",Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
Chocolate Milk 1%,TDS2012-AA13-BPA,,"Dairy-based drinks, flavoured and/or fermented",Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
Chocolate Milk 1%,TDS2016-AA13-BPA,"AA13 Chocolate Milk 1%/Lait au chocolat, 1 %","Dairy-based drinks, flavoured and/or fermented",Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,1.029972119,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
"Citrus Juice, Canned",TDS2009-HH09-BPA,,Fruit juice,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
"Citrus Juice, Canned",TDS2010-HH09-BPA,,Fruit juice,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,=,0.71,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
"Citrus Juice, Canned",TDS2011-HH09-BPA,,Fruit juice,Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,=,0.35,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
"Citrus Juice, Canned",TDS2012-HH09-BPA,,Fruit juice,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
"Citrus Juice, Canned",TDS2016-HH09-BPA,"HH09 Citrus juice, canned (Orange and grapefruit, canned juice)/Jus d’agrumes en conserve (jus d’orange et de pamplemousse en conserve)",Fruit juice,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,1.386064544,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
"Coffee, Roast & Ground",TDS2009-KK04-BPA,,"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,=,0.62,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
"Coffee, Roast & Ground",TDS2010-KK04-BPA,,"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,=,0.38,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
"Coffee, Roast & Ground",TDS2011-KK04-BPA,,"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,=,0.35,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
"Coffee, Roast & Ground",TDS2012-KK04-BPA,,"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,=,1.9,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.2,0.66,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
"Coffee, Roast & Ground",TDS2016-KK04-BPA,KK04 Coffee (Instant and brewed coffee)/Café (instantané et infusé),"Coffee and substitutes, tea, hot cereal and grain beverages, excl cocoa",Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,3.371925683,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
"Cold Cereals, Corn Based",TDS2009-FF06-BPA,,Ready-to-eat cereals,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
"Cold Cereals, Corn Based",TDS2010-FF06-BPA,,Ready-to-eat cereals,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
"Cold Cereals, Corn Based",TDS2011-FF06-BPA,,Ready-to-eat cereals,Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
"Cold Cereals, Corn Based",TDS2012-FF06-BPA,,Ready-to-eat cereals,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,=,1.1,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
"Cold Cereals, Corn Based",TDS2016-FF06-BPA,"FF06 Cereal, corn (Corn flake type cereal)/Céréales de maïs (de type Corn Flakes)",Ready-to-eat cereals,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,1.144974235,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
Condiments,TDS2009-PP01-BPA,,Other Composites,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
Condiments,TDS2010-PP01-BPA,,Other Composites,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
Condiments,TDS2011-PP01-BPA,,Other Composites,Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
Condiments,TDS2012-PP01-BPA,,Other Composites,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
Condiments,TDS2016-PP01-BPA,PP01 Condiments (Ketchup and mustard)/Condiments (ketchup et moutarde),Other Composites,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,18.90664336,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
Cookies,TDS2009-FF09-BPA,,Cookies,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,=,0.57,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
Cookies,TDS2010-FF09-BPA,,Cookies,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
Cookies,TDS2011-FF09-BPA,,Cookies,Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,=,1.1,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
Cookies,TDS2012-FF09-BPA,,Cookies,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
Cookies,TDS2016-FF09-BPA,FF09 Cookies/Biscuits,Cookies,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,7.082627551,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
Cooking Fats & Salad Oils,TDS2009-II01-BPA,,Blends of butter and margarine,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
Cooking Fats & Salad Oils,TDS2010-II01-BPA,,Blends of butter and margarine,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
Cooking Fats & Salad Oils,TDS2011-II01-BPA,,Blends of butter and margarine,Unknown,Composite,Yes,2011-01-01,Surveillance,No,Grocery Store,Ottawa,Ontario,Canada,HC FD BCS FRD Food Packaging Chemicals,2011-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2011.BPA,Total Diet Study 2011 Bisphenol A,,Health Canada
Cooking Fats & Salad Oils,TDS2012-II01-BPA,,Blends of butter and margarine,Unknown,Composite,Yes,2012-01-01,Surveillance,No,Grocery Store,Vancouver,British Columbia,Canada,HC FD BCS FRD Food Packaging Chemicals,2012-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2012.BPA,Total Diet Study 2012 BPA,,Health Canada
Cooking Fats & Salad Oils,TDS2016-II01-BPA,"II01 Cooking Fats and salad oils (Lard, vegetable shortening, canola, and corn)/Huiles à friture et huiles à salade (saindoux, shortening végétal, huile de canola et huile de maïs)",Blends of butter and margarine,Unknown,Composite,Yes,2016-01-01,Surveillance,No,Grocery Store,Québec,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2016-01-01,<LOD/MDL,0,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,,,1.168183555,,As consumed,Lab successfully participated in relevant proficiency tests during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2016.BPA,Total Diet Study 2016 Bisphenol A,,Health Canada
Corn,TDS2009-GG09-BPA,"Corn, frozen + canned (1:2)",Corn,Unknown,Composite,Yes,2009-01-01,Surveillance,No,Grocery Store,Calgary,Alberta,Canada,HC FD BCS FRD Food Packaging Chemicals,2009-01-01,=,6.1,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2009.BPA,Total Diet Study 2009 Bisphenol A,,Health Canada
Corn,TDS2010-GG09-BPA,"Corn, frozen + canned (1:2)",Corn,Unknown,Composite,Yes,2010-01-01,Surveillance,No,Grocery Store,St. John's,Newfoundland and Labrador,Canada,HC FD BCS FRD Food Packaging Chemicals,2010-01-01,=,20,ng/g,Bisphenol A (BPA),Food Packaging Chemicals,0.38,1.3,,,As consumed,Lab officially accredited for the relevant method during sampling and analysis,,Analysis of Bisphenol A,BPA_SPE.M,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2010.BPA,Total Diet Study 2010 Bisphenol A,,Health Canada
