RESPID,L,Q26,Q27,Q35A,Q33,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q3,Q4,Q4_98_OTHER,Q4_98_OTHER_CODED,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7_1,Q7_2,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q10_98,Q10_98_OTHER,Q10_98_OTHER_CODED,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q11_15,Q12_1,Q12_2,Q12_3,Q13_1,Q13_CODED,Q13DK_97,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q21_98_OTHER,Q21_98_OTHER_CODED,Q42,Q22_1,Q22_CODED,Q22DK_97,Q23_1,Q23_CODED,Q23DK_97,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q28,Q29_1,Q29_2,Q29_98,Q30,Q31,Q32,Q35_35,Q35_36,Q35_37,Q35_38,Q35_39,OQ40,OQ41
4390,English,Male,50-54,British Columbia,3,0,0,1,0,0,I am the person who is most responsible for meal preparation,6,5,6,5,5,6,5,Always,,,,Very important,1,1,1,1,1,Very Confident,Very Confident,Always,Always,Always,Always,Always,Always,Always,Very easy to understand,Very easy to understand,Very easy to understand,Very easy to understand,Very easy to understand,Very easy to understand,Very easy to understand,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,,,,,Both,,,,Both,,Both,,,,,,,False,True,True,1/2 cup,1/2 Cup/28 grams,0,The amount of food contains 28% of the maximum amount of fib,28% Daily Value is a moderate amount of fibre,8%,Very easy,Product B has a higher fat content,Product A has a moderate amount of fibre/Product B has a lit,Product A,Both the actual amount of sodium in mg and the % Daily Value,,,,340,340 Calories,0,2,Two servings,0,Very useful,Fairly useful,Fairly useful,Very useful,Very useful,Very useful,Very useful,"Some vocational, technical, college or CEGEP",1,0,0,Other,"$80,000 to just under $100,000",No,,,,,,,
4544,English,Male,40-44,Saskatchewan,3,0,0,0,1,1,I am the person who is most responsible for grocery shopping,To a great extent 7,5,To some extent 4,To some extent 4,6,6,To some extent 4,Always,,,,Somewhat important,0,1,0,1,0,Confident,Confident,Sometimes,Rarely,Often,Sometimes,Sometimes,Often,Often,Very easy to understand,Neither easy nor difficult to understand,Somewhat difficult to understand,Very easy to understand,Somewhat easy to understand,Somewhat easy to understand,Very easy to understand,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,% Daily Value,,,,% Daily Value,,,,,,,,,False,True,True,1/2 cup,1/2 Cup/28 grams,0,The amount of food contains 28% of the daily recommended amo,28% Daily Value is a lot of fibre,8%,Easy,Product B has a higher fat content,Product A has a moderate amount of fibre/Product B has a lit,Product A,Both the actual amount of sodium in mg and the % Daily Value,,,,340,340 Calories,0,2,Two servings,0,Fairly useful,Very useful,Very useful,Very useful,Very useful,Very useful,Not very useful,"Graduated vocational, technical, college or CEGEP",1,0,0,"Working full-time, that is, 35 or more hours per week","$80,000 to just under $100,000",Yes,,,,,,,
4828,English,Male,45-49,Alberta,1,0,0,0,0,1,I am the person who is most responsible for both,To a great extent 7,5,5,5,5,To a great extent 7,Not at all 1,Sometimes,,,,Somewhat important,0,1,0,0,0,Confident,Confident,Sometimes,Sometimes,Often,Sometimes,Rarely,Sometimes,Sometimes,Somewhat difficult to understand,Neither easy nor difficult to understand,Somewhat easy to understand,Somewhat difficult to understand,Somewhat difficult to understand,Somewhat difficult to understand,Neither easy nor difficult to understand,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,Both,,,,Both,,,,,,,,,False,True,True,1/2 cup,1/2 Cup/28 grams,0,The amount of food contains 28% of the daily recommended amo,28% Daily Value is a moderate amount of fibre,8%,Easy,Product B has a higher fat content,Product A has a little of fibre/Product B has a moderate amo,Product A,% Daily Value of sodium,,,,340,340 Calories,0,2,Two servings,0,Not very useful,Fairly useful,Fairly useful,Fairly useful,Very useful,Fairly useful,Not at all useful,Some university,1,0,0,"Working full-time, that is, 35 or more hours per week","$100,000 to just under $150,000",No,,,,,,,
6108,English,Male,40-44,Newfoundland & Labrador,3,1,0,0,0,1,I am the person who is most responsible for grocery shopping,5,6,To some extent 4,3,5,6,5,Often,,,,Somewhat important,0,1,0,0,1,Confident,Confident,Often,Often,Often,Rarely,Rarely,Often,Sometimes,Very easy to understand,Somewhat easy to understand,Somewhat easy to understand,Somewhat easy to understand,Somewhat easy to understand,Very difficult to understand,Somewhat easy to understand,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,Both,,,,Both,,Both,,,,,,,False,True,True,1/2 cup,1/2 Cup/28 grams,0,The amount of food contains 28% of the daily recommended amo,28% Daily Value is a moderate amount of fibre,8%,Neither difficult nor easy,Product B has a higher fat content,Product A has a moderate amount of fibre/Product B has a lit,Product A,Actual amount of sodium in milligrams (mg),,,,340,340 Calories,0,2,Two servings,0,Fairly useful,Very useful,Very useful,Very useful,Very useful,Very useful,Not very useful,Some university,1,0,0,"Working full-time, that is, 35 or more hours per week","$80,000 to just under $100,000",Yes,,,,,,,
6297,English,Female,30-34,Manitoba,4 or more,1,1,1,1,1,I am the person who is most responsible for grocery shopping,6,To a great extent 7,To a great extent 7,5,6,6,5,Always,,,,Very important,0,0,1,0,1,Very Confident,Unsure,Always,Always,Always,Often,Sometimes,Often,Always,Very easy to understand,Somewhat easy to understand,Somewhat easy to understand,Somewhat easy to understand,Somewhat difficult to understand,Somewhat easy to understand,Somewhat difficult to understand,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,,,,,Weight (grams or milligrams),,,,Both,Weight (grams or milligrams),Weight (grams or milligrams),,,,,,,False,True,False,1/2 cup,1/2 Cup/28 grams,0,The amount of food contains 28% of the daily recommended amo,28% Daily Value is a lot of fibre,8%,Very easy,Product B has a higher fat content,Product A has a moderate amount of fibre/Product B has a lit,Product A,Actual amount of sodium in milligrams (mg),,,,340,340 Calories,0,2,Two servings,0,Not very useful,Fairly useful,Fairly useful,Not at all useful,Fairly useful,Fairly useful,Fairly useful,"Some vocational, technical, college or CEGEP",1,0,0,"Not in the workforce (e.g. full-time homemaker, not employed","$100,000 to just under $150,000",No,,,,,,,
6334,English,Male,35-39,Ontario,2,0,0,1,1,0,I am the person who is most responsible for both,To some extent 4,To some extent 4,5,5,5,6,5,Sometimes,,,,Somewhat important,0,1,0,0,0,Confident,Confident,Often,Rarely,Sometimes,Sometimes,Rarely,Often,Sometimes,Neither easy nor difficult to understand,Neither easy nor difficult to understand,Somewhat easy to understand,Neither easy nor difficult to understand,Very easy to understand,Neither easy nor difficult to understand,Neither easy nor difficult to understand,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,Weight (grams or milligrams),,,,,,,,,,,,,False,True,True,1/2 cup,1/2 Cup/28 grams,0,The amount of food contains 28% of the daily recommended amo,28% Daily Value is a moderate amount of fibre,8%,Very easy,Product B has a higher fat content,There is a little of fibre in both products,Product A,Actual amount of sodium in milligrams (mg),,,,340,340 Calories,0,2,Two servings,0,Fairly useful,Not very useful,Not very useful,Very useful,Fairly useful,Fairly useful,Fairly useful,Some university,1,1,0,"Working full-time, that is, 35 or more hours per week","$80,000 to just under $100,000",No,,,,,,,
6564,English,Male,45-49,Quebec,1,0,0,0,0,1,I am the person who is most responsible for both,2,To a great extent 7,To some extent 4,To a great extent 7,5,To a great extent 7,6,Rarely,I don’t think the information is relevant unless you have a,,,Not very important,0,0,0,1,0,Very Confident,Very Confident,Rarely,Never,Sometimes,Rarely,Never,Never,Never,Neither easy nor difficult to understand,Somewhat easy to understand,Neither easy nor difficult to understand,Neither easy nor difficult to understand,Very easy to understand,Very difficult to understand,Very easy to understand,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,% Daily Value,,,,,,,,,False,True,True,1/2 cup,1/2 Cup/28 grams,0,The amount of food contains 28% of the daily recommended amo,28% Daily Value is a lot of fibre,8%,Very easy,Products A and B have the same fat content,There is a little of fibre in both products,Product A,% Daily Value of sodium,,,,340,340 Calories,0,2,Two servings,0,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not very useful,Not at all useful,Graduated university,1,0,0,Self-employed,"$150,000 and above",No,,,,,,,
7084,English,Female,50-54,Alberta,1,0,0,0,0,1,I am the person who is most responsible for grocery shopping,To a great extent 7,To some extent 4,To a great extent 7,To some extent 4,5,To a great extent 7,6,Often,,,,Very important,0,0,1,0,1,Confident,Confident,Often,Often,Often,Often,Often,Often,Always,Somewhat easy to understand,Somewhat easy to understand,Somewhat easy to understand,Very easy to understand,Very easy to understand,Somewhat easy to understand,Somewhat easy to understand,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,Both,,,,,,,,False,True,True,1/2 cup,1/2 Cup/28 grams,0,The amount of food contains 28% of the daily recommended amo,28% Daily Value is a lot of fibre,8%,Very easy,Product B has a higher fat content,There is a little of fibre in both products,Product A,Both the actual amount of sodium in mg and the % Daily Value,,,,340,340 Calories,0,2,Two servings,0,Very useful,Fairly useful,Fairly useful,Very useful,Very useful,Very useful,Very useful,Graduated university,1,0,0,"Working full-time, that is, 35 or more hours per week","$80,000 to just under $100,000",Yes,,,,,,,
7123,English,Female,40-44,British Columbia,2,0,0,0,1,1,I am the person who is most responsible for both,To a great extent 7,To some extent 4,To some extent 4,To some extent 4,To some extent 4,To a great extent 7,To some extent 4,Often,,,,Very important,0,1,0,0,0,Confident,Neither Confident Nor Unsure,Often,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Somewhat easy to understand,Somewhat easy to understand,Somewhat easy to understand,Somewhat easy to understand,Somewhat easy to understand,Neither easy nor difficult to understand,Somewhat easy to understand,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,% Daily Value,,,,,Both,,,,,,,,False,True,True,1/2 cup,1/2 Cup/28 grams,0,The amount of food contains 28% of the daily recommended amo,28% Daily Value is a moderate amount of fibre,8%,Very easy,Product B has a higher fat content,Product A has a moderate amount of fibre/Product B has a lit,Product A,Both the actual amount of sodium in mg and the % Daily Value,,,,340,340 Calories,0,2,Two servings,0,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Graduated high school,1,0,0,"Working part-time, that is, less than 35 hours per week","$40,000 to just under $ 60,000",No,,,,,,,
2037,English,Male,65 or older,Ontario,1,0,1,0,0,0,I am the person who is most responsible for grocery shopping,To a great extent 7,3,6,To some extent 4,To some extent 4,6,6,Rarely,I don’t think the information is relevant unless you have a,,,Neither important nor unimportant,0,0,0,0,1,Neither Confident Nor Unsure,Neither Confident Nor Unsure,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Somewhat easy to understand,Somewhat easy to understand,Somewhat easy to understand,Neither easy nor difficult to understand,Somewhat easy to understand,Somewhat easy to understand,Somewhat easy to understand,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,False,True,I don’t know,1/2 Cup,1/2 Cup/28 grams,0,The amount of food contains 28% of the daily recommended amo,28% Daily Value is a moderate amount of fibre,8%,Easy,Product B has a higher fat content,Product A has a moderate amount of fibre/Product B has a lit,Product B,Both the actual amount of sodium in mg and the % Daily Value,,,,340,340 Calories,0,2,Two servings,0,Not very useful,Not very useful,Not very useful,Not very useful,Not at all useful,Fairly useful,Not at all useful,Graduated high school,1,0,0,Retired,"$100,000 to just under $150,000",No,,,,,,,
2335,English,Female,45-49,Ontario,1,0,0,0,1,0,I am the person who is most responsible for both,6,5,6,5,5,To a great extent 7,5,Often,,,,Very important,1,1,0,0,1,Confident,Confident,Often,Often,Often,Rarely,Often,Sometimes,Sometimes,Very easy to understand,Very easy to understand,Very easy to understand,Somewhat easy to understand,Somewhat easy to understand,Somewhat easy to understand,Somewhat easy to understand,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Weight (grams or milligrams),,,,,,,,,,,,,False,I don’t know,True,1/2 CUP,1/2 Cup/28 grams,0,The amount of food contains 28% of the daily recommended amo,28% Daily Value is a moderate amount of fibre,12%,Easy,Products A and B have the same fat content,Product A has a lot of fibre/Product B has a little of fibre,Product A,Actual amount of sodium in milligrams (mg),,,,340,340 Calories,0,2,Two servings,0,Very useful,Not at all useful,Not at all useful,Fairly useful,Fairly useful,Fairly useful,Not very useful,"Graduated vocational, technical, college or CEGEP",1,0,0,"Working part-time, that is, less than 35 hours per week","$80,000 to just under $100,000",No,,,,,,,
2928,English,Female,40-44,Saskatchewan,2,0,0,1,1,0,I am the person who is most responsible for both,To a great extent 7,6,5,6,6,5,6,Sometimes,,,,Somewhat important,1,1,1,0,0,Confident,Neither Confident Nor Unsure,Rarely,Rarely,Sometimes,Often,Sometimes,Often,Rarely,Somewhat difficult to understand,Somewhat easy to understand,Very easy to understand,Very easy to understand,Somewhat difficult to understand,Somewhat difficult to understand,Somewhat easy to understand,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Both,,,,,,,,,,,,,False,True,True,1/2 CUP,1/2 Cup/28 grams,0,The amount of food contains 28% of the daily recommended amo,28% Daily Value is a moderate amount of fibre,I don’t know,Easy,Product A has a higher fat content,There is a little of fibre in both products,Product A,Both the actual amount of sodium in mg and the % Daily Value,,,,340,340 Calories,0,2,Two servings,0,Fairly useful,Very useful,Very useful,Fairly useful,Fairly useful,Fairly useful,Not at all useful,"Graduated vocational, technical, college or CEGEP",1,0,0,"Working full-time, that is, 35 or more hours per week","$60,000 to just under $ 80,000",No,,,,,,,
3189,English,Female,55-59,Ontario,2,0,0,0,1,1,I am the person who is most responsible for both,To a great extent 7,To some extent 4,6,6,To a great extent 7,To a great extent 7,To some extent 4,Rarely,I already have a pretty good idea of the nutritional benefit,,,Somewhat important,0,1,0,0,0,Neither Confident Nor Unsure,Neither Confident Nor Unsure,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Very easy to understand,Very easy to understand,Very easy to understand,Somewhat easy to understand,Somewhat easy to understand,Somewhat difficult to understand,Somewhat difficult to understand,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,I don’t know,I don’t know,I don’t know,1/2 CUP,1/2 Cup/28 grams,0,The amount of food contains 28% of the maximum amount of fib,I don’t know,8%,Very easy,Product A has a higher fat content,Product A has a moderate amount of fibre/Product B has a lit,Product A,% Daily Value of sodium,,,,340,340 Calories,0,2,Two servings,0,Not very useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Some high school,1,0,0,"Unemployed, but looking for work","Under $20,000",No,,,,,,,
3271,English,Female,35-39,Ontario,2,0,0,0,1,0,I am the person who is most responsible for both,To a great extent 7,6,To a great extent 7,6,6,6,6,Always,,,,Very important,0,1,1,0,0,Very Confident,Very Confident,Often,Rarely,Sometimes,Often,Often,Always,Rarely,Very easy to understand,Somewhat easy to understand,Very easy to understand,Somewhat easy to understand,Somewhat easy to understand,Neither easy nor difficult to understand,Somewhat easy to understand,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,Weight (grams or milligrams),,,,,,,,,,,,,False,True,True,1/2 CUP,1/2 Cup/28 grams,0,The amount of food contains 28% of the daily recommended amo,28% Daily Value is a moderate amount of fibre,8%,Very easy,Product B has a higher fat content,Product A has a moderate amount of fibre/Product B has a lit,Product A,Actual amount of sodium in milligrams (mg),,,,340,340 Calories,0,2,Two servings,0,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,"Graduated vocational, technical, college or CEGEP",1,0,0,Self-employed,"$80,000 to just under $100,000",No,,,,,,,
5160,English,Male,40-44,Alberta,2,0,0,1,1,0,I am the person who is most responsible for grocery shopping,To some extent 4,6,6,6,6,6,To some extent 4,Often,,,,Very important,0,0,0,0,1,Neither Confident Nor Unsure,Neither Confident Nor Unsure,Sometimes,Never,Often,Often,Never,Rarely,Never,Very easy to understand,Somewhat easy to understand,Somewhat easy to understand,Somewhat easy to understand,Neither easy nor difficult to understand,Very difficult to understand,Very easy to understand,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,I don’t know,I don’t know,False,1/2 CUP,1/2 Cup/28 grams,0,The amount of food contains 28% of the maximum amount of fib,28% Daily Value is a lot of fibre,8%,Very easy,Products A and B have the same fat content,Product A has a moderate amount of fibre/Product B has a lit,Product A,Actual amount of sodium in milligrams (mg),,,,340,340 Calories,0,2,Two servings,0,Very useful,Very useful,Very useful,Fairly useful,Fairly useful,Very useful,Not at all useful,Graduated high school,1,0,0,"Working full-time, that is, 35 or more hours per week","$100,000 to just under $150,000",No,,,,,,,
1503,English,Female,30-34,Newfoundland & Labrador,2,1,0,0,0,0,I am the person who is most responsible for both,To a great extent 7,To a great extent 7,5,5,6,To a great extent 7,To a great extent 7,Always,,,,Somewhat important,0,0,1,1,1,Confident,Confident,Sometimes,Sometimes,Often,Often,Sometimes,Rarely,Always,Very easy to understand,Somewhat easy to understand,Somewhat easy to understand,Very easy to understand,Very easy to understand,Very easy to understand,Very easy to understand,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,,,,,% Daily Value,,,,% Daily Value,,,,,,,,,False,True,True,1/2 cup (28 g),1/2 Cup/28 grams,0,The amount of food contains 28% of the daily recommended amo,28% Daily Value is a lot of fibre,8%,Very easy,Products A and B have the same fat content,Product A has a lot of fibre/Product B has a little of fibre,Product A,Actual amount of sodium in milligrams (mg),,,,340,340 Calories,0,2,Two servings,0,Very useful,Not very useful,Not very useful,Not very useful,Very useful,Very useful,Not very useful,Graduated university,1,0,0,"Not in the workforce (e.g. full-time homemaker, not employed","$20,000 to just under $ 40,000",Yes,,,,,,,
