RESPONSEID,RESPID,WEIGHT,STATUS,INTERVIEW_START,INTERVIEW_END,HCMA,HISTORONTO,HISMONTREAL,HISVANCOUVER,L,QINTRO_1,SQA,SQB,SQC,HREGION,SQD,SQE,QN1A,ON1B,QN1B_R1,QN1B_R2,QN1B_R3,QN1B_R4,QN1B_R5,QN1C_1,QN1C_2,QN1C_3,QN1C_4,QN1C_5,QN1C_6,QN1C_7,QN1C_8,QN1C_9,QN1C_10,QN1C_11,QN1C_12,QN1C_13,QN1C_98,QN1C_98_R1,QN1C_98_OTHER,QN2,QN3,QN4,QN5,QN6A,QN7,HSEENAD,QN8,QN8_R1,QN9A,QN9B,QN9B_R1,QN10_1,QN10_2,QN10_3,QN11,QN11_R1,ON11_98_OTHER,QN12,QN12_R1,QN12_98_OTHER,QN13_1,QN13_2,QN13_3,QN13_4,QN13_5,QN13_6,QN13_7,QN13_8,QN13_9,QN13_10,QN13_11,QN14,QN15A,QN15B,QN16_1,QN16_2,QN16_3,QN16_4,QN17,QN17_R1,QN17_R2,QN17_R3,QN17_R4,QN17_R5,QN18_R1,QN18_R2,QN18_R3,QN18_R4,QN18_R5,QN18_R6,QN18_R7,QN18,QN19_1,QN19_2,QN19_3,QN19_4,QN20A,QN20B_R1,QN20B_R2,QN20B_R3,QN20B_R4,QN20B_R5,QN20B,QN21_1,QN21_2,QN21_3,QN21_4,QN21_5,QN21_6,QN21_7,QN21_8,QN21_9,QN21_10,QN22_1,QN22_2,QN22_3,QN22_4,QN22_5,QN22_6,QN22_7,QN22_8,QN22_9,QN22_10,QN23_1,QN23_2,QN24_1,QN24_2,QN24_3,QN24_4,QN24_5,QN24_6,QN24_7,QN24_8,QN25_1,QN25_2,QN26_1,QN26_2,QN26_3,QN26_4,QN26_5,QN26_6,QN26_7,QN26_8,QN27A,QN27B_R1,QN27B_R2,QN27B_R3,QN27B_R4,QN27B_R5,QN27B,QN27C,QN28_1,QN28_2,QN28_3,QN29,QN30,QN31,QN32,QN33,QN34,QN35,DUSseg1,CONTseg2,ACTseg3,DrugUseSegs,PrimaryFirst
"1,987","2,157",0.974461000000,Complete,23-Mar-2011 10:35:10,23-Mar-2011 10:41:01,#NULL!,No,No,No,English,Win32,13,Male,Ontario,Ontario (include Nunavut),You live with one parent,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,No,No,No,,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,No,#NULL!,#NULL!,3,3,3,4,"pot, coke",Marijuana/cannabis,Crack/cocaine,#NULL!,#NULL!,#NULL!,Amphetamine/speed,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,meth,Not very likely,Not very likely,Somewhat likely,Not very likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not very dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Not very dangerous to your health,Somewhat dangerous to your health,Not very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Not veryserious,Not veryserious,Not verylikely,Not verylikely,Somewhatlikely,Not verylikely,Somewhatlikely,Somewhatlikely,Not verylikely,Somewhatlikely,Somewhatserious,Somewhatserious,Somewhatlikely,Verylikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Verylikely,Somewhatlikely,Somewhatlikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not verylikely,Not verylikely,Not verylikely,Somewhat agree,"Yes, in school full-time",A (80% to 100%),Some high school (grades 8 - 11),Zero,No,No,71,80,81,Active,Primary Case
"1,988","2,158",0.974461000000,Complete,23-Mar-2011 10:39:20,23-Mar-2011 10:45:22,#NULL!,No,No,No,English,,14,Male,Ontario,Ontario (include Nunavut),You live with two parents,No,Yes,nothing,Nothing,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,Yes,No,No,No,No,Yes,drugs is bad,Drugs are bad for you/your health,No,,#NULL!,Yes,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Yes,3,No,7A great deal,7A great deal,7A great deal,7A great deal,extascy grass,Ecstasy,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,None,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,none,Very likely,Very likely,Very likely,Very likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Somewhatlikely,Verylikely,Somewhatlikely,Verylikely,Verylikely,Somewhatlikely,Verylikely,Somewhatlikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not at alllikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),"Post graduate university (Master’s, Ph.D., completed or not)",$11 to $20,No,No,163,158,138,Inactive,Primary Case
"1,997","2,167",0.974461000000,Complete,23-Mar-2011 11:13:12,23-Mar-2011 11:17:38,#NULL!,No,No,No,English,Win32,13,Male,Ontario,Ontario (include Nunavut),You live with two parents,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,No,No,No,,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Yes,5,No,4,4,4,4,none,None,#NULL!,#NULL!,#NULL!,#NULL!,Amphetamine/speed,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,meth,Very likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Somewhatlikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),"Some community college, vocational or trade school (or some CEGEP)",$11 to $20,No,No,#NULL!,#NULL!,#NULL!,#NULL!,Primary Case
"2,010","2,180",0.974461000000,Complete,23-Mar-2011 11:53:35,23-Mar-2011 12:11:26,#NULL!,No,No,No,English,Win32,14,Male,Ontario,Ontario (include Nunavut),You live with two parents,Yes,Yes,people ugly after using drugs,Effects of doing drugs,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,No,No,No,Yes,No,Yes,dont do drugs,Say no to drugs/stay away from drugs,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Yes,1,Yes,3,6,6,6,pot cocaine,Marijuana/cannabis,Crack/cocaine,#NULL!,#NULL!,#NULL!,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,pot,Very likely,Not very likely,Not very likely,Not very likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,said no,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not very dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Somewhatserious,Veryserious,Verylikely,Verylikely,Not verylikely,Somewhatlikely,Somewhatlikely,Not verylikely,Somewhatlikely,Verylikely,Somewhatserious,Veryserious,Verylikely,Verylikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Somewhatlikely,Somewhat agree,"Yes, in school full-time",B (70% to 79%),"Completed community college, vocational or trade school (or complete CEGEP)",$1 to $10,No,No,105,110,100,Contemplative,Primary Case
"2,011","2,181",0.974461000000,Complete,23-Mar-2011 11:59:33,23-Mar-2011 13:25:32,#NULL!,No,No,No,English,Win32,15,Male,Ontario,Ontario (include Nunavut),You live with a parent and a step- parent,Yes,Yes,"bad, harmful",Not doing drugs/they are bad/unhealthy,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,No,Yes,No,No,No,Yes,drugs makes you ugly,Drugs are bad for you/your health,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Yes,2,Yes,4,4,4,4,"joints, pills",Dope/joint [unspec.],Prescription drugs/pills,#NULL!,#NULL!,#NULL!,Marijuana/cannabis,Cocaine/crack,Ecstasy/MDMA,Smoking,Tobacco/nicotine/cigarettes,#NULL!,#NULL!,"weed, marijuana, cocain, green monster weed, extasy, smoking, chewing tobacco",Somewhat likely,Not very likely,Not very likely,Somewhat likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,said no thanks,5 times or more,5 times or more,5 times or more,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,5 times or more,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Not veryserious,Somewhatserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not verylikely,Not verylikely,Not verylikely,Somewhat agree,"Yes, in school full-time",C (60% to 69%),"Some community college, vocational or trade school (or some CEGEP)",Zero,No,No,158,152,131,Inactive,Primary Case
"2,013","2,183",0.974461000000,Complete,23-Mar-2011 12:05:53,23-Mar-2011 12:15:18,#NULL!,No,No,No,English,Win32,14,Female,Ontario,Ontario (include Nunavut),You live with two parents,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,No,No,No,,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Yes,2,No,4,5,5,5,no,None,#NULL!,#NULL!,#NULL!,#NULL!,DK/NA,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,dont know,Very likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhatserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Somewhatlikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),"Completed community college, vocational or trade school (or complete CEGEP)",Zero,No,No,156,149,126,Inactive,Primary Case
"2,014","2,184",0.974461000000,Complete,23-Mar-2011 12:06:16,23-Mar-2011 12:16:27,#NULL!,No,No,No,English,Win32,13,Male,Ontario,Ontario (include Nunavut),You live with a parent and a step- parent,No,Yes,Kids usng the slang terms for drugs,Naming different types of drugs,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,No,No,Yes,No,No,Yes,dotn't know,DK/NA,No,,#NULL!,Yes,No,No,No,#NULL!,,"Some level of government, but not clear which one",#NULL!,,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Yes,2,No,3,3,3,2,pot,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,DK/NA,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Do'nt know,Not very likely,Not very likely,Not very likely,Not very likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,refused,Once,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Not veryserious,Veryserious,Somewhatlikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Somewhatlikely,Not verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Somewhatlikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),Completed university (Bachelor,$21 to $40,No,No,129,130,116,Contemplative,Primary Case
"2,016","2,186",1.018072000000,Complete,23-Mar-2011 12:11:33,23-Mar-2011 12:16:43,#NULL!,No,No,No,Français,Win32,15,Female,Quebec,Quebec,You live with two parents,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,No,No,No,,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,No,#NULL!,#NULL!,4,4,4,4,pot,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,pot,Somewhat likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhatserious,Veryserious,Verylikely,Verylikely,Somewhatlikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not verylikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),Some high school (grades 8 - 11),$1 to $10,No,No,138,134,113,Inactive,Primary Case
"2,020","2,190",0.866558000000,Complete,23-Mar-2011 12:30:13,23-Mar-2011 12:39:33,#NULL!,No,No,No,English,Win32,15,Female,Manitoba,Manitoba / Saskatchewan,You live with two parents,Yes,Yes,A pretty girl getting uglier and cutting her hair.,Effects of doing drugs,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,Yes,No,No,Yes,Yes,No,Yes,don't do drugs.,Say no to drugs/stay away from drugs,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Yes,20,Yes,7A great deal,7A great deal,7A great deal,7A great deal,Pot crack Schrooms Hash,Marijuana/cannabis,Crack/cocaine,Mushrooms,Hashish,#NULL!,Marijuana/cannabis,Cocaine/crack,Hashish,Mushrooms,#NULL!,#NULL!,#NULL!,Pot Crack Hash Schrooms,Very likely,Not at all likely,Not at all likely,Not at all likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,said no,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Veryserious,Veryserious,Not verylikely,Not verylikely,Verylikely,Not verylikely,Not verylikely,Not verylikely,Not verylikely,Not verylikely,Not veryserious,Veryserious,Not verylikely,Not verylikely,Not verylikely,Somewhatlikely,Not verylikely,Not verylikely,Not verylikely,Not verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not at alllikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),Some high school (grades 8 - 11),More than $100,Yes,No,77,88,93,Active,Primary Case
"2,022","2,192",1.013973000000,Complete,23-Mar-2011 12:35:45,23-Mar-2011 12:47:02,#NULL!,No,No,No,English,Win32,13,Male,British Columbia,British Columbia (include Yukon),You live with two parents,Yes,Yes, tv commercial they showed someone who use drugs - they looked awful,Not doing drugs/they are bad/unhealthy,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,No,No,Yes,No,Yes,No,Yes,dont try drugs they will wreck your life,Drugs can ruin your life/family/future,Yes,I wont be taking drugs,Decided not to do drugs/said no to drugs,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Yes,1,Yes,4,5,5,5,pot,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,Marijuana/cannabis,Cocaine/crack,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,pot cocaine crack,Somewhat likely,Not very likely,Not very likely,Not at all likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,I told them no thanks,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Somewhatserious,Somewhatserious,Verylikely,Verylikely,Verylikely,Verylikely,Somewhatlikely,Somewhatlikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not verylikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),"Post graduate university (Master’s, Ph.D., completed or not)",$1 to $10,No,No,144,142,123,Inactive,Primary Case
"2,023","2,193",1.018072000000,Complete,23-Mar-2011 12:38:06,23-Mar-2011 12:50:31,#NULL!,No,No,No,Français,Win32,13,Male,Quebec,Quebec,You live with two parents,Yes,Yes,ne me souviens pas,DK/NA,#NULL!,#NULL!,#NULL!,#NULL!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,,No,No,No,No,No,No,Yes,les drogues tuent l enfance,Drugs are bad for you/your health,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,No,#NULL!,#NULL!,5,5,4,4,peanut,Other,#NULL!,#NULL!,#NULL!,#NULL!,Other,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,peanut cannabis,Somewhat likely,Not very likely,Not very likely,Not very likely,Yes,Told them no/I don't do drugs,#NULL!,#NULL!,#NULL!,#NULL!,je refuser,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Somewhat dangerous to your health,Somewhat dangerous to your health,Very dangerous to your health,Not very dangerous to your health,Not veryserious,Somewhatserious,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatserious,Veryserious,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,Somewhatlikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not verylikely,Not verylikely,Not verylikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),Some high school (grades 8 - 11),$41 to $60,No,No,99,104,98,Contemplative,Primary Case
"2,024","2,194",0.974461000000,Complete,23-Mar-2011 12:39:55,23-Mar-2011 12:48:48,#NULL!,No,No,No,English,Win32,15,Male,Ontario,Ontario (include Nunavut),You live part time with one parent and part time with another parent,No,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,No,No,No,No,No,No,No,,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Yes,1,No,4,5,5,5,"marijuana, cocaine",Marijuana/cannabis,Crack/cocaine,#NULL!,#NULL!,#NULL!,All/most drugs,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,all drugs,Very likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Somewhatlikely,Strongly agree,"Yes, in school full-time",A (80% to 100%),"Completed community college, vocational or trade school (or complete CEGEP)",$21 to $40,No,No,157,150,127,Inactive,Primary Case
"2,029","2,199",1.018072000000,Complete,23-Mar-2011 12:48:06,23-Mar-2011 13:09:18,#NULL!,No,No,No,English,Win32,13,Male,Quebec,Quebec,You live with two parents,Yes,No,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Yes,No,Yes,No,No,No,Yes,drugs can ruin your life,Drugs can ruin your life/family/future,No,,#NULL!,No,No,No,No,#NULL!,,Government of Canada/federal government,#NULL!,,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Yes,2,No,3,5,5,5,marijuana,Marijuana/cannabis,#NULL!,#NULL!,#NULL!,#NULL!,Marijuana/cannabis,Cocaine/crack,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,"marijuana, cocaine",Somewhat likely,Not at all likely,Not at all likely,Not at all likely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Very dangerous to your health,Not veryserious,Somewhatserious,Somewhatlikely,Verylikely,Not verylikely,Somewhatlikely,Somewhatlikely,Not verylikely,Not verylikely,Not verylikely,Veryserious,Veryserious,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,Verylikely,No,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,Not at alllikely,Not at alllikely,Not at alllikely,Strongly agree,"Yes, in school full-time",B (70% to 79%),"Post graduate university (Master’s, Ph.D., completed or not)",$1 to $10,No,No,78,90,91,Active,Primary Case
