Food Name,Sample Code,Product Description,Food Group,Country of Origin,Intended Use,Sample Type,Sub Sample,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Lab Name,Analysis Completion Date,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,% Recovery,Basis for Result,Quality Assurance,Result Comments,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Diethyl phthalate,Phthalates,,,2.17,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Diisobutyl phthalate,Phthalates,,,3.94,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dimethyl phthalate,Phthalates,,,0.67,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,di-(2-ethylhexyl) adipate (DEHA),Phthalates,,,1.08,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,=,305,ng/g,di-(2-ethylhexyl) phthalate (DEHP),Phthalates,,,43.68,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,n-Butyl benzyl phthalate,Phthalates,,,1.49,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-ethoxyethyl) phthalate,Phthalates,,,13.76,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-methoxyethyl) phthalate,Phthalates,,,77.93,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-n-butoxyethyl) phthalate,Phthalates,,,15.02,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-(4-methyl-2-pentyl) phthalate,Phthalates,,,1.43,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-allyl phthalate,Phthalates,,,3.91,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-butyl phthalate,Phthalates,,,29.7,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-decyl phthalate,Phthalates,,,15.43,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-hexyl phthalate,Phthalates,,,1.82,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-nonyl phthalate,Phthalates,,,8.55,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-octyl phthalate,Phthalates,,,4.68,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-pentyl phthalate,Phthalates,,,0.47,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-propyl phthalate,Phthalates,,,0.13,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-undecyl phthalate,Phthalates,,,26.58,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dibenzyl phthalate,Phthalates,,,52.85,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dicyclohexyl phthalate,Phthalates,,,2.06,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Diethyl phthalate,Phthalates,,,2.22,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Diisobutyl phthalate,Phthalates,,,5.02,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dimethyl phthalate,Phthalates,,,1.29,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,di-(2-ethylhexyl) adipate (DEHA),Phthalates,,,2.29,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,=,72.5,ng/g,di-(2-ethylhexyl) phthalate (DEHP),Phthalates,,,48.42,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Celery,TDS2013-GG08-DEHA & Phthalates,GG08 Celery (Cooked and raw)/Céleri (cuit et cru),Celery,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,n-Butyl benzyl phthalate,Phthalates,,,3.16,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Cereal, Rice, Bran",TDS2013-FF08-DEHA & Phthalates,"FF08 Cereals, rice & bran (Rice crispies, all-bran, and raisin bran) /Céréales de riz et son (Rice Krispies, All-Bran et Raisin Bran)",Composite cereal,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-ethoxyethyl) phthalate,Phthalates,,,1.5,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Cereal, Rice, Bran",TDS2013-FF08-DEHA & Phthalates,"FF08 Cereals, rice & bran (Rice crispies, all-bran, and raisin bran) /Céréales de riz et son (Rice Krispies, All-Bran et Raisin Bran)",Composite cereal,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-methoxyethyl) phthalate,Phthalates,,,4.67,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Cereal, Rice, Bran",TDS2013-FF08-DEHA & Phthalates,"FF08 Cereals, rice & bran (Rice crispies, all-bran, and raisin bran) /Céréales de riz et son (Rice Krispies, All-Bran et Raisin Bran)",Composite cereal,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-n-butoxyethyl) phthalate,Phthalates,,,2.35,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Cereal, Rice, Bran",TDS2013-FF08-DEHA & Phthalates,"FF08 Cereals, rice & bran (Rice crispies, all-bran, and raisin bran) /Céréales de riz et son (Rice Krispies, All-Bran et Raisin Bran)",Composite cereal,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-(4-methyl-2-pentyl) phthalate,Phthalates,,,3.45,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Cereal, Rice, Bran",TDS2013-FF08-DEHA & Phthalates,"FF08 Cereals, rice & bran (Rice crispies, all-bran, and raisin bran) /Céréales de riz et son (Rice Krispies, All-Bran et Raisin Bran)",Composite cereal,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-allyl phthalate,Phthalates,,,2.54,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Cereal, Rice, Bran",TDS2013-FF08-DEHA & Phthalates,"FF08 Cereals, rice & bran (Rice crispies, all-bran, and raisin bran) /Céréales de riz et son (Rice Krispies, All-Bran et Raisin Bran)",Composite cereal,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,=,17.7,ng/g,Di-n-butyl phthalate,Phthalates,,,13.55,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Cereal, Rice, Bran",TDS2013-FF08-DEHA & Phthalates,"FF08 Cereals, rice & bran (Rice crispies, all-bran, and raisin bran) /Céréales de riz et son (Rice Krispies, All-Bran et Raisin Bran)",Composite cereal,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-decyl phthalate,Phthalates,,,1.79,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Cereal, Rice, Bran",TDS2013-FF08-DEHA & Phthalates,"FF08 Cereals, rice & bran (Rice crispies, all-bran, and raisin bran) /Céréales de riz et son (Rice Krispies, All-Bran et Raisin Bran)",Composite cereal,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-hexyl phthalate,Phthalates,,,0.44,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
"Cereal, Rice, Bran",TDS2013-FF08-DEHA & Phthalates,"FF08 Cereals, rice & bran (Rice crispies, all-bran, and raisin bran) /Céréales de riz et son (Rice Krispies, All-Bran et Raisin Bran)",Composite cereal,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-nonyl phthalate,Phthalates,,,0.8,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
